time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car	departures_car_passenger	arrivals_car_passenger	stuck_car_passenger	en-route_car_passenger	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_walk	arrivals_walk	stuck_walk	en-route_walk
23:15:00	83700	20	25	0	122	7	10	0	7	4	4	0	2	3	3	0	15	6	8	0	98
23:20:00	84000	17	27	0	112	1	2	0	6	0	2	0	0	5	8	0	12	11	15	0	94
23:25:00	84300	14	22	0	104	2	2	0	6	3	3	0	0	3	3	0	12	6	14	0	86
23:30:00	84600	37	29	0	112	20	13	0	13	6	5	0	1	4	3	0	13	7	8	0	85
23:35:00	84900	6	13	0	105	0	2	0	11	2	2	0	1	1	2	0	12	3	7	0	81
23:40:00	85200	11	18	0	98	1	5	0	7	0	0	0	1	6	4	0	14	4	9	0	76
23:45:00	85500	17	15	1	99	9	9	0	7	2	2	0	1	2	0	1	15	4	4	0	76
23:50:00	85800	5	14	0	90	2	6	0	3	0	0	0	1	0	2	0	13	3	6	0	73
23:55:00	86100	134	86	0	138	80	61	0	22	26	15	0	12	2	3	0	12	26	7	0	92
24:00:00	86400	10	12	0	136	0	0	0	22	1	1	0	12	4	3	0	13	5	8	0	89
24:05:00	86700	9	12	0	133	0	0	0	22	0	1	0	11	6	1	0	18	3	10	0	82
24:10:00	87000	10	21	0	122	0	4	0	18	0	2	0	9	3	7	0	14	7	8	0	81
24:15:00	87300	10	30	0	102	0	8	0	10	2	8	0	3	2	6	0	10	6	8	0	79
24:20:00	87600	4	11	0	95	2	7	0	5	0	0	0	3	0	2	0	8	2	2	0	79
24:25:00	87900	4	10	0	89	0	0	0	5	0	1	0	2	0	1	0	7	4	8	0	75
24:30:00	88200	3	7	0	85	0	1	0	4	0	2	0	0	1	2	0	6	2	2	0	75
24:35:00	88500	1	5	0	81	0	2	0	2	0	0	0	0	1	0	0	7	0	3	0	72
24:40:00	88800	2	3	0	80	0	1	0	1	0	0	0	0	1	1	0	7	1	1	0	72
24:45:00	89100	4	7	0	77	0	1	0	0	0	0	0	0	0	2	0	5	4	4	0	72
24:50:00	89400	6	9	1	73	0	0	0	0	0	0	0	0	3	4	1	3	3	5	0	70
24:55:00	89700	0	4	0	69	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	66
25:00:00	90000	0	5	0	64	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	61
25:05:00	90300	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	61
25:10:00	90600	1	4	0	61	0	0	0	0	0	0	0	0	0	1	0	2	1	3	0	59
25:15:00	90900	3	5	0	59	0	0	0	0	0	0	0	0	0	1	0	1	3	4	0	58
25:20:00	91200	2	3	0	58	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	57
25:25:00	91500	4	4	0	58	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0	57
25:30:00	91800	2	4	1	55	0	0	0	0	0	0	0	0	1	0	1	1	1	4	0	54
25:35:00	92100	1	3	0	53	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	53
25:40:00	92400	1	1	0	53	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	53
25:45:00	92700	0	1	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	52
25:50:00	93000	1	2	0	51	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	51
25:55:00	93300	0	4	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	47
26:00:00	93600	1	2	0	46	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	46
26:05:00	93900	0	1	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	45
26:10:00	94200	1	1	0	45	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	45
26:15:00	94500	1	4	0	42	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	42
26:20:00	94800	0	2	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	40
26:25:00	95100	0	1	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	39
26:30:00	95400	0	2	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	37
26:35:00	95700	0	3	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	34
26:40:00	96000	0	2	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	32
26:45:00	96300	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	31
26:50:00	96600	1	2	0	30	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	30
26:55:00	96900	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
27:00:00	97200	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
27:05:00	97500	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29
27:10:00	97800	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
27:15:00	98100	1	2	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	28
27:20:00	98400	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
27:25:00	98700	0	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27
27:30:00	99000	1	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	27
27:35:00	99300	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
27:40:00	99600	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26
27:45:00	99900	1	2	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	25
27:50:00	100200	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
27:55:00	100500	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
28:00:00	100800	1	3	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	23
28:05:00	101100	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22
28:10:00	101400	1	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	21
28:15:00	101700	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
28:20:00	102000	1	2	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	20
28:25:00	102300	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19
28:30:00	102600	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
28:35:00	102900	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
28:40:00	103200	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
28:45:00	103500	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
28:50:00	103800	0	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18
28:55:00	104100	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
29:00:00	104400	0	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16
29:05:00	104700	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
29:10:00	105000	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
29:15:00	105300	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
29:20:00	105600	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
29:25:00	105900	1	3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	14
29:30:00	106200	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13
29:35:00	106500	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
29:40:00	106800	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
29:45:00	107100	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
29:50:00	107400	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12
29:55:00	107700	1	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	12
30:00:00	108000	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
30:05:00	108300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
